trades,net,net_pct,pf,dd_pct,win_pct,recovery,passed,objective,EMAFast,EMAMid,RatioTP
4657,-978820.3600000001,-97.882036,0.8089568551401783,98.27092075358506,33.77710972729225,-0.9944198944943287,False,-978820.3600000001,30,60,2.0
4502,-980278.07,-98.027807,0.821259964888713,98.44069887034907,29.58685028876055,-0.993092639492216,False,-980278.07,30,60,2.5
4975,-981616.9199999999,-98.16169199999999,0.7935341339404278,98.59612329807105,39.698492462311556,-0.9898549182674367,False,-981616.9199999999,30,60,1.5
4965,-983173.3700000001,-98.31733700000001,0.8228860093078555,98.48750611499413,34.01812688821752,-0.9929936201259785,False,-983173.3700000001,30,40,2.0
4788,-983292.2,-98.32921999999999,0.8339618937817997,98.53552406887952,29.80367585630744,-0.9912493051093663,False,-983292.2,30,40,2.5
5107,-983736.1000000001,-98.37361000000001,0.8167412059717505,98.53078604752875,33.85549246132759,-0.993125545886045,False,-983736.1000000001,20,40,2.0
4835,-985050.72,-98.505072,0.8147270172883971,98.70933777772561,29.596690796277148,-0.9912734789148294,False,-985050.72,20,40,2.5
5331,-989213.0200000001,-98.92130200000001,0.7867157944082024,98.95582882256076,39.46726692928156,-0.9938887896888654,False,-989213.0200000001,20,60,1.5
4749,-990074.1900000002,-99.00741900000001,0.8081269611782643,99.07717357021141,33.22804801010739,-0.9963747558045852,False,-990074.1900000002,30,50,2.0
5122,-990549.08,-99.054908,0.8056927618826073,99.09991188979068,33.36587270597423,-0.9979173323526782,False,-990549.08,20,60,2.0
4551,-990690.1,-99.06901,0.8165486676906897,99.17579030332175,29.11448033399253,-0.9946148601844386,False,-990690.1,30,50,2.5
5322,-991622.11,-99.162211,0.7875370709120139,99.21403906216251,39.308530627583615,-0.9976775638577123,False,-991622.11,20,50,1.5
5003,-991642.79,-99.164279,0.8217641574595752,99.23594732314831,29.202478512892267,-0.9965552993827553,False,-991642.79,20,60,2.5
5081,-991796.32,-99.179632,0.8083524360687018,99.25224628676932,33.22180673095848,-0.9963472656610488,False,-991796.32,20,50,2.0
5078,-992036.1100000001,-99.20361100000001,0.7878636335369715,99.24895354181561,39.2674281213076,-0.9930292981828718,False,-992036.1100000001,30,50,1.5
4993,-992486.21,-99.24862099999999,0.82803171719997,99.3265183809424,29.220909272982176,-0.9949060204228747,False,-992486.21,20,50,2.5
5695,-992698.62,-99.269862,0.7893943993483746,99.33609142875106,34.012291483757686,-0.9965302589149224,False,-992698.62,10,40,2.0
5394,-993579.59,-99.357959,0.7996814086712059,99.39273395061423,39.451242120875044,-0.9957509344451598,False,-993579.59,30,40,1.5
5268,-994023.3800000001,-99.40233800000001,0.7708741339891385,99.45557800000012,29.47987851176917,-0.9994646856308039,False,-994023.3800000001,10,40,2.5
5375,-995495.72,-99.549572,0.7704487475336971,99.57214042535789,39.18139534883721,-0.9958736739767505,False,-995495.72,20,40,1.5
6037,-997073.99,-99.707399,0.7662601469589462,99.71639402241054,39.307603114129535,-0.9978514260245303,False,-997073.99,10,60,1.5
5709,-997276.23,-99.727623,0.7728936336635395,99.74414665916028,33.193203713434926,-0.9970299137598032,False,-997276.23,10,50,2.0
5918,-997462.22,-99.74622199999999,0.7434707185950771,99.76327431773704,39.286921257181476,-0.9977708704410655,False,-997462.22,10,40,1.5
5414,-997555.03,-99.755503,0.7722484983362478,99.77174800000016,28.98042113040266,-0.9998371783563403,False,-997555.03,10,50,2.5
5693,-997567.78,-99.756778,0.778619734457823,99.76498903414507,33.0932724398384,-0.9971130366285098,False,-997567.78,10,60,2.0
5995,-997590.4500000001,-99.759045,0.7493141070557268,99.76819516700955,39.11592994161801,-0.997849920914935,False,-997590.4500000001,10,50,1.5
5470,-998286.08,-99.828608,0.7870577574243802,99.83520100000017,28.70201096892139,-0.9999339611686646,False,-998286.08,10,60,2.5
