trades,net,net_pct,pf,dd_pct,win_pct,recovery,passed,objective,FastEMA,SlowEMA,TrendSMA,ATRMultiplier,TPRatio
6430,-999192.97,-99.919297,0.8565619815807666,99.9231415678828,38.11819595645412,-0.9638258712072417,False,-999192.97,13,21,100,1.5,1.5
7833,-999316.9900000001,-99.93169900000001,0.8753375580853419,99.93311492755427,47.9254436358994,-0.9792554247775238,False,-999316.9900000001,5,21,100,2.0,1.0
5810,-999360.02,-99.936002,0.8170654316845782,99.93734385465794,37.43545611015491,-0.9937557147714314,False,-999360.02,13,21,200,1.5,1.5
6383,-999366.2100000001,-99.936621,0.7933699196589956,99.93704999999994,46.655177816073945,-0.9999957072977445,False,-999366.2100000001,5,34,200,2.0,1.0
5972,-999368.3499999999,-99.93683499999999,0.785920058283,99.93751690041725,46.75150703281983,-0.9936969933390032,False,-999368.3499999999,13,21,200,1.5,1.0
6770,-999382.77,-99.938277,0.8691323370451084,99.94293016254817,38.2274741506647,-0.9484324477829306,False,-999382.77,5,55,100,1.5,1.5
6920,-999392.6600000001,-99.93926600000002,0.8746059954741717,99.94428503270024,37.861271676300575,-0.9289232078063911,False,-999392.6600000001,5,21,200,2.0,1.5
4371,-999410.56,-99.941056,0.7185470380079623,99.94700899999994,30.061770761839394,-0.9999404384377332,False,-999410.56,9,34,200,1.0,2.0
6385,-999413.8999999999,-99.94138999999998,0.8541427589896672,99.947919462332,31.699295223179323,-0.9444529437307093,False,-999413.8999999999,5,55,100,1.5,2.0
4622,-999437.63,-99.94376299999999,0.7155285160767615,99.94376300000035,45.11034184335785,-0.9999999999999967,False,-999437.63,13,21,200,1.0,1.0
6152,-999451.27,-99.945127,0.8693600445511419,99.95236486590504,31.61573472041612,-0.8923300302507036,False,-999451.27,13,21,100,1.5,2.0
7058,-999465.58,-99.946558,0.8209960060388911,99.94870589322747,47.57721734202324,-0.9795283961585602,False,-999465.58,5,55,100,1.5,1.0
6652,-999506.93,-99.950693,0.8040538205511336,99.95167875263846,47.188815393866506,-0.9843101750504961,False,-999506.93,13,21,100,1.5,1.0
4448,-999508.8099999999,-99.950881,0.7162265634982864,99.95182000000014,44.53687050359712,-0.9999906054737157,False,-999508.8099999999,9,34,200,1.0,1.0
5289,-999555.9299999999,-99.955593,0.7396132801737894,99.95610131723839,45.86878426923804,-0.9969445533757809,False,-999555.9299999999,13,21,100,1.0,1.0
7722,-999568.15,-99.956815,0.8511709920388401,99.95714500000027,47.51359751359751,-0.9999966985851759,False,-999568.15,5,21,200,2.0,1.0
5671,-999587.27,-99.958727,0.8366055320288155,99.96031349647583,31.07035796155881,-0.9782314981635929,False,-999587.27,13,21,200,1.5,2.0
5222,-999604.78,-99.96047800000001,0.7646306122109336,99.96259253206343,36.59517426273459,-0.9950436689788223,False,-999604.78,9,34,100,1.0,1.5
5369,-999624.6,-99.96246,0.737564367902357,99.96246000000019,46.06071894207487,-0.999999999999998,False,-999624.6,9,21,200,1.0,1.0
5368,-999674.1900000001,-99.967419,0.773797929249293,99.96777900000004,36.847988077496275,-0.9999963988396698,False,-999674.1900000001,9,21,200,1.0,1.5
5254,-999687.3099999999,-99.96873099999999,0.756602920445586,99.97160972659209,30.529120669965742,-0.9549415014725238,False,-999687.3099999999,9,34,100,1.0,2.0
5307,-999713.43,-99.971343,0.7863624675187749,99.97148199999998,30.563406821179573,-0.999998609603487,False,-999713.43,9,21,200,1.0,2.0
7408,-999714.34,-99.97143399999999,0.820472309657087,99.97233830521772,47.27321814254859,-0.981946913982645,False,-999714.34,9,21,100,1.5,1.0
6009,-999722.2399999999,-99.97222399999998,0.820121973661142,99.9739607098571,31.286403727741718,-0.9718522673153134,False,-999722.2399999999,9,21,100,1.0,2.0
5664,-999774.76,-99.977476,0.7382349458377858,99.97762999999998,45.86864406779661,-0.9999984596554252,False,-999774.76,5,34,200,1.0,1.0
5753,-999810.26,-99.981026,0.7863281117999176,99.98116800000001,36.659134364679296,-0.9999985797325351,False,-999810.26,5,34,200,1.0,1.5
7083,-999818.94,-99.981894,0.8414992599972407,99.98321789577525,37.59706339121841,-0.9973779870358681,False,-999818.94,9,21,100,1.5,1.5
5697,-999827.6499999999,-99.982765,0.7993295302922132,99.98290799999998,30.542390731964193,-0.9999985697555427,False,-999827.6499999999,5,34,200,1.0,2.0
5917,-999830.74,-99.98307399999999,0.7705199990296864,99.98345199999991,30.775730944735507,-0.9999962193743829,False,-999830.74,5,55,100,1.0,2.0
6104,-999833.0499999999,-99.98330499999999,0.8011938307549671,99.98381026728565,37.17234600262123,-0.9957347253585919,False,-999833.0499999999,9,21,100,1.0,1.5
6676,-999867.5799999998,-99.98675799999998,0.8116846344416841,99.98707699999957,37.2228879568604,-0.999996809587707,False,-999867.5799999998,9,21,200,1.5,1.5
6003,-999869.1900000001,-99.986919,0.7294164829944507,99.98721300000064,36.71497584541063,-0.9999970596240079,False,-999869.1900000001,5,55,100,1.0,1.5
6444,-999878.4600000001,-99.987846,0.8418116027425564,99.98818899999982,31.129733085040346,-0.9999965695948366,False,-999878.4600000001,9,21,200,1.5,2.0
6936,-999890.42,-99.98904200000001,0.7877303218396443,99.98916199999984,46.438869665513266,-0.9999987998699316,False,-999890.42,9,21,200,1.5,1.0
7275,-999900.39,-99.990039,0.8500982465513457,99.99038638304926,37.45704467353952,-0.9651223322242056,False,-999900.39,5,34,100,1.5,1.5
5397,-999901.2899999999,-99.990129,0.7474534607767214,99.99015911026893,44.654437650546605,-0.9969493230544336,False,-999901.2899999999,9,34,100,1.0,1.0
6724,-999901.49,-99.99014899999999,0.8566287289365278,99.99077846700636,31.05294467578822,-0.9360953143766888,False,-999901.49,9,21,100,1.5,2.0
5903,-999903.16,-99.990316,0.7283462753732307,99.99031599999999,45.53616805014399,-1.0000000000000002,False,-999903.16,5,55,100,1.0,1.0
6320,-999903.28,-99.990328,0.823756028380245,99.9908096793195,30.743670886075947,-0.9501940041957213,False,-999903.28,5,34,200,1.5,2.0
6522,-999903.3999999999,-99.99033999999999,0.8193426256974741,99.99079137994246,37.120515179392825,-0.9532689946161872,False,-999903.3999999999,5,34,100,1.0,1.5
7495,-999903.4500000001,-99.990345,0.8219379534210204,99.99051921678671,46.80453635757171,-0.9819540854231098,False,-999903.4500000001,5,34,100,1.5,1.0
5960,-999903.6599999999,-99.99036599999998,0.7474983137891035,99.99036600000011,45.58724832214765,-0.9999999999999989,False,-999903.6599999999,9,21,100,1.0,1.0
6430,-999903.6900000001,-99.990369,0.8381572238062336,99.99108781479372,30.855365474339035,-0.9253578173526203,False,-999903.6900000001,5,34,100,1.0,2.0
6401,-999903.89,-99.99038900000001,0.7712439065329804,99.99038899999952,46.024058740821744,-1.0000000000000047,False,-999903.89,5,34,100,1.0,1.0
6813,-999904.21,-99.990421,0.7832031874959738,99.99042099999991,46.176427418171144,-1.0000000000000009,False,-999904.21,5,34,200,1.5,1.0
6587,-999905.1499999999,-99.99051499999999,0.816622467297021,99.99051499999985,37.07302262031274,-1.0000000000000013,False,-999905.1499999999,5,34,200,1.5,1.5
6691,-999908.4700000002,-99.99084700000002,0.8559957096273292,99.99221270171915,30.87729786280078,-0.850780282029189,False,-999908.4700000002,5,34,100,1.5,2.0
7046,-999909.7599999999,-99.99097599999999,0.8438993748504969,99.99129938212891,37.382912290661366,-0.9641610962374763,False,-999909.7599999999,5,21,100,1.0,1.5
7129,-999909.8700000001,-99.990987,0.8612239393944403,99.99163564851528,31.336793379155566,-0.9280258765103494,False,-999909.8700000001,5,21,100,1.0,2.0
8111,-999909.9099999999,-99.990991,0.8533189702846148,99.99155624956337,37.775859943286896,-0.9372519374414942,False,-999909.9099999999,5,21,100,1.5,1.5
6453,-999909.9100000001,-99.99099100000002,0.8344269030768078,99.99099100000002,30.869363086936307,-0.9999999999999999,False,-999909.9100000001,5,21,200,1.0,2.0
6690,-999909.9200000002,-99.990992,0.789623693372592,99.99106986107745,46.27802690582959,-0.9913556803646006,False,-999909.9200000002,5,21,100,1.0,1.0
6198,-999910.0499999999,-99.99100499999999,0.8240868321188297,99.9910050000001,36.81832849306228,-0.999999999999999,False,-999910.0499999999,5,21,200,1.0,1.5
6527,-999910.2100000001,-99.99102100000002,0.779820042916663,99.99102100000034,46.008886165160106,-0.9999999999999967,False,-999910.2100000001,5,21,200,1.0,1.0
6629,-999910.7300000001,-99.99107300000001,0.8492261022785105,99.99117872274324,30.879468999849145,-0.9881559235798713,False,-999910.7300000001,5,21,200,1.5,2.0
7344,-999911.09,-99.991109,0.8134749189804773,99.9911090000004,46.500544662309366,-0.9999999999999958,False,-999911.09,5,21,200,1.5,1.0
8391,-999911.51,-99.991151,0.8400628092462313,99.99132091666338,47.133833869622215,-0.9807965406363345,False,-999911.51,5,21,100,1.5,1.0
7025,-999912.4499999998,-99.99124499999998,0.8814047646697694,99.99260071754483,31.288256227758005,-0.8451378793713478,False,-999912.4499999998,5,21,100,1.5,2.0
7563,-999912.8799999999,-99.99128799999998,0.8240754734964177,99.99128800000024,37.37934682004496,-0.9999999999999974,False,-999912.8799999999,5,21,200,1.5,1.5
